"County","State","Trump_Votes","Trump_Percent","Biden_Votes","Biden_Percent","Other_Votes","Other_Percent","Total_Votes"
"Mahaska","Iowa",8297,72.76,2894,25.38,213,1.86,11404
"Marion","Iowa",12663,65.84,6178,32.12,391,2.04,19232
"Marshall","Iowa",9571,52.77,8176,45.08,389,2.15,18136
"Mills","Iowa",5585,67.55,2508,30.33,175,2.12,8268
"Mitchell","Iowa",3677,63.16,2053,35.26,92,1.58,5822
"Monona","Iowa",3248,68.7,1407,29.76,73,1.54,4728
"Monroe","Iowa",2975,72.77,1078,26.37,35,0.86,4088
"Montgomery","Iowa",3659,68.69,1583,29.72,85,1.59,5327
"Muscatine","Iowa",10823,52.36,9372,45.34,476,2.3,20671
"O'Brien","Iowa",5861,77.62,1569,20.78,121,1.6,7551
"Osceola","Iowa",2690,80.83,601,18.06,37,1.11,3328
"Page","Iowa",5319,70.66,2086,27.71,123,1.63,7528
"Palo Alto","Iowa",3370,67.97,1519,30.64,69,1.39,4958
"Plymouth","Iowa",10492,73.95,3494,24.63,202,1.42,14188
"Pocahontas","Iowa",2826,73.92,933,24.4,64,1.68,3823
"Polk","Iowa",106800,41.27,146250,56.52,5705,2.21,258755
"Pottawattamie","Iowa",26247,57.38,18575,40.61,922,2.01,45744
"Poweshiek","Iowa",5657,55.79,4306,42.47,177,1.74,10140
"Ringgold","Iowa",1968,72.51,709,26.12,37,1.37,2714
"Sac","Iowa",4061,73.37,1389,25.09,85,1.54,5535
"Scott","Iowa",43683,47.17,46926,50.68,1990,2.15,92599
"Shelby","Iowa",4697,69.12,1959,28.83,139,2.05,6795
"Sioux","Iowa",15680,82.31,3019,15.85,352,1.84,19051
"Story","Iowa",20340,39.85,29175,57.16,1523,2.99,51038
"Tama","Iowa",5303,58.61,3577,39.53,168,1.86,9048
"Taylor","Iowa",2463,75.81,746,22.96,40,1.23,3249
"Union","Iowa",4010,64.83,2061,33.32,114,1.85,6185
"Van Buren","Iowa",2859,75.42,875,23.08,57,1.5,3791
"Wapello","Iowa",9516,60.87,5821,37.24,296,1.89,15633
"Warren","Iowa",17782,57.29,12574,40.51,683,2.2,31039
"Washington","Iowa",6971,59.25,4561,38.77,233,1.98,11765
"Wayne","Iowa",2338,75.2,727,23.38,44,1.42,3109
"Webster","Iowa",10938,61.37,6613,37.11,271,1.52,17822
"Winnebago","Iowa",3707,62.09,2135,35.76,128,2.15,5970
"Winneshiek","Iowa",6235,51.68,5617,46.56,212,1.76,12064
"Woodbury","Iowa",25736,56.73,18704,41.23,922,2.04,45362
"Worth","Iowa",2738,61.97,1596,36.12,84,1.91,4418
"Wright","Iowa",4136,66.13,1996,31.92,122,1.95,6254
"Allen","Kansas",4218,71.59,1570,26.65,104,1.77,5892
"Anderson","Kansas",2929,77.24,782,20.62,81,2.14,3792
"Atchison","Kansas",4906,65.94,2359,31.71,175,2.35,7440
"Barber","Kansas",2014,85.99,291,12.43,37,1.58,2342
"Barton","Kansas",8608,77.2,2340,20.99,202,1.64,11130
"Bourbon","Kansas",5023,75.24,1541,23.08,112,1.68,6676
"Brown","Kansas",3262,72.96,1104,24.69,105,2.35,4471
"Butler","Kansas",22634,69.6,9181,28.23,705,2.17,32520
"Chase","Kansas",1123,75.32,345,23.14,23,1.54,1491
"Chautauqua","Kansas",1402,85.28,212,12.9,30,1.82,1644
"Cherokee","Kansas",6766,73.94,2194,23.98,191,2.09,9151
"Cheyenne","Kansas",1183,82.79,224,15.68,22,1.54,1429
"Clark","Kansas",904,84.72,143,13.4,20,1.87,1067
"Clay","Kansas",3177,75.97,894,21.38,111,2.65,4182
"Cloud","Kansas",3242,76.05,920,21.58,101,2.37,4263
"Coffey","Kansas",3489,76.43,964,21.12,112,2.45,4565
"Comanche","Kansas",762,83.19,126,13.76,28,3.06,916
"Cowley","Kansas",9656,67.85,4273,30.03,302,2.12,14231
"Crawford","Kansas",10045,60.08,6179,36.96,494,2.95,16718
"Decatur","Kansas",1260,84.11,218,14.55,20,1.34,1498
"Dickinson","Kansas",7126,76.22,2060,22.03,163,1.74,9349
"Doniphan","Kansas",2976,80.24,686,18.5,47,1.27,3709
"Douglas","Kansas",17286,28.84,40785,68.04,1870,3.12,59941
"Edwards","Kansas",1141,79.73,271,18.94,19,1.33,1431
"Elk","Kansas",1140,83.76,195,14.33,26,1.91,1361
"Ellis","Kansas",9758,70.42,3737,26.97,361,2.61,13856
"Ellsworth","Kansas",2148,75.29,648,22.71,57,2,2853
"Finney","Kansas",7236,61.08,4325,36.51,285,2.41,11846
"Ford","Kansas",5803,65.09,2947,33.06,165,1.85,8915
"Franklin","Kansas",8479,67.96,3690,29.57,308,2.47,12477
"Geary","Kansas",5323,55.43,3983,41.48,297,3.09,9603
"Gove","Kansas",1291,87.76,166,11.28,14,0.95,1471
"Graham","Kansas",1080,80.78,228,17.05,29,2.17,1337
"Grant","Kansas",1936,77.41,518,20.71,47,1.88,2501
"Gray","Kansas",1911,83.52,341,14.9,36,1.57,2288
"Greeley","Kansas",549,85.65,78,12.17,14,2.18,641
"Greenwood","Kansas",2444,79.43,569,18.49,64,2.08,3077
"Hamilton","Kansas",698,81.26,141,16.41,20,2.33,859
"Harper","Kansas",2168,80.96,461,17.21,49,1.83,2678
"Harvey","Kansas",10182,58.52,6747,38.78,470,2.7,17399
"Haskell","Kansas",1122,79.57,268,19.01,20,1.42,1410
"Hodgeman","Kansas",875,83.73,154,14.74,16,1.53,1045
"Jackson","Kansas",4517,68.61,1881,28.57,186,2.83,6584
"Jefferson","Kansas",6334,64.75,3194,32.65,254,2.6,9782
"Jewell","Kansas",1387,85.2,212,13.02,29,1.78,1628
"Johnson","Kansas",155631,44.54,184259,52.74,9496,2.72,349386
"Kearny","Kansas",1164,80,267,18.35,24,1.65,1455
"Kingman","Kansas",3130,79.26,752,19.04,67,1.7,3949
"Kiowa","Kansas",980,84.12,156,13.39,29,2.49,1165
"Labette","Kansas",5735,66.97,2655,31.01,173,2.02,8563
"Lane","Kansas",762,85.14,115,12.85,18,2.01,895
"Leavenworth","Kansas",21610,59.22,13886,38.05,994,2.72,36490
"Lincoln","Kansas",1283,81.25,266,16.85,30,1.9,1579
"Linn","Kansas",4048,80.22,896,17.76,102,2.02,5046
"Logan","Kansas",1249,85.67,186,12.76,23,1.58,1458
"Lyon","Kansas",7550,53.74,6055,43.1,444,3.16,14049
"Marion","Kansas",4465,73.06,1516,24.81,130,2.13,6111
"Marshall","Kansas",3729,72.92,1259,24.62,126,2.46,5114
"McPherson","Kansas",9964,69.01,4134,28.63,340,2.35,14438
"Meade","Kansas",1523,83.45,263,14.41,39,2.14,1825
"Miami","Kansas",12308,68.42,5247,29.17,434,2.41,17989
"Mitchell","Kansas",2504,80.75,558,17.99,39,1.26,3101
"Montgomery","Kansas",9931,73.97,3228,24.04,267,1.99,13426
"Morris","Kansas",2124,73.27,729,25.15,46,1.59,2899
"Morton","Kansas",1034,86.31,150,12.52,14,1.17,1198
"Nemaha","Kansas",4664,82.05,927,16.31,93,1.64,5684
"Neosho","Kansas",4970,72.27,1796,26.12,111,1.61,6877
"Ness","Kansas",1339,88.5,149,9.85,25,1.65,1513
"Norton","Kansas",2007,83.11,364,15.07,44,1.82,2415
"Osage","Kansas",5705,71,2136,26.58,194,2.41,8035
"Osborne","Kansas",1629,83.75,281,14.45,35,1.8,1945
"Ottawa","Kansas",2610,81.79,506,15.86,75,2.35,3191
"Pawnee","Kansas",2045,74.66,643,23.48,51,1.86,2739
"Phillips","Kansas",2418,86.95,318,11.43,45,1.62,2781
"Pottawatomie","Kansas",9452,72.25,3313,25.32,318,2.43,13083
"Pratt","Kansas",3108,75.13,933,22.55,96,2.32,4137
"Rawlins","Kansas",1261,83.84,214,14.23,29,1.93,1504
"Reno","Kansas",18443,65.73,8886,31.67,731,2.61,28060
"Republic","Kansas",2182,82.12,424,15.96,51,1.92,2657
"Rice","Kansas",3262,75.53,965,22.34,92,2.13,4319
"Riley","Kansas",11610,46.12,12765,50.71,796,3.16,25171
"Rooks","Kansas",2325,86.14,339,12.56,35,1.3,2699
"Rush","Kansas",1350,80.5,295,17.59,32,1.91,1677
"Russell","Kansas",2790,80.47,600,17.31,77,2.22,3467
"Saline","Kansas",15722,63.85,8214,33.36,688,2.79,24624
"Scott","Kansas",2014,85.56,299,12.7,41,1.74,2354
"Sedgwick","Kansas",122416,54.44,95870,42.64,6576,2.92,224862
"Seward","Kansas",3372,63.69,1833,34.62,89,1.68,5294
"Shawnee","Kansas",40443,46.96,43015,49.95,2664,3.09,86122
"Sheridan","Kansas",1282,88.72,147,10.17,16,1.11,1445
"Sherman","Kansas",2269,83.2,396,14.52,62,2.27,2727
"Smith","Kansas",1763,82.81,336,15.78,30,1.41,2129
"Stafford","Kansas",1645,80.88,357,17.55,32,1.57,2034
"Stanton","Kansas",614,79.12,148,19.07,14,1.8,776
"Stevens","Kansas",1760,86.66,237,11.67,34,1.67,2031
"Sumner","Kansas",8105,74.17,2591,23.71,232,2.12,10928
"Thomas","Kansas",3130,82.15,625,16.4,55,1.44,3810
"Trego","Kansas",1363,83.62,242,14.85,25,1.53,1630
"Wabaunsee","Kansas",2845,72.91,964,24.71,93,2.38,3902
"Wallace","Kansas",770,93.33,44,5.33,11,1.33,825
"Washington","Kansas",2363,81.96,475,16.48,45,1.56,2883
"Wichita","Kansas",808,83.47,149,15.39,11,1.14,968
"Wilson","Kansas",3153,79.74,723,18.29,78,1.97,3954
"Woodson","Kansas",1228,79.43,294,19.02,24,1.55,1546
"Wyandotte","Kansas",18934,33.18,36788,64.46,1349,2.36,57071
"Adair","Kentucky",7276,82.98,1392,15.88,100,1.14,8768
"Allen","Kentucky",7587,81.02,1642,17.54,135,1.44,9364
"Anderson","Kentucky",9661,72.89,3348,25.26,245,1.85,13254
